# --- TEST-START ---
# CONFIG_JSON: {"name":"Custom 2D Slice","mode":"custom","polarization":"vertical","sweep":{"start_ghz":2.0,"stop_ghz":18.0,"points":51,"format":"MAG","power_dbm":0.0},"grid":{"phi_step_deg":null,"theta_step_deg":null,"custom_axis":"theta","custom_angle_deg":90.0,"custom_step_deg":1.0},"plot_options":{"title":"Live Pattern","grid":false,"y_limits":[-55.0,-15.0],"do_not_modify_vna":false},"created_local":"2026-04-15 14:29:37","created_utc":"2026-04-15T18:29:37.172108Z"}
# META: vna=VNAController
# META: positioner=SerialController
# META: polarization=vertical
Phi (deg),Theta (deg),Frequency (GHz),Magnitude (dB),Phase (deg)
152.0,90.0,3.28,-37.91,-17.763698497402324
152.0,90.0,3.6,-46.74,43.865226042619724
152.0,90.0,3.92,-43.25,159.88821358113412
152.0,90.0,4.24,-46.35,-149.06065216345948
152.0,90.0,4.56,-45.25,-67.01310298719011
152.0,90.0,4.88,-41.3,29.928020998747442
152.0,90.0,5.2,-43.72,74.80687423295397
152.0,90.0,5.52,-44.9,175.80767308951516
152.0,90.0,5.84,-55.65,-91.66946088886947
152.0,90.0,6.16,-53.65,5.268292232047096
152.0,90.0,6.48,-50.51,92.21527233318253
152.0,90.0,6.8,-57.83,-134.33643120140997
152.0,90.0,7.12,-60.86,-109.42591795564253
152.0,90.0,7.44,-55.32,41.405848634536845
152.0,90.0,7.76,-58.73,30.155391407018115
152.0,90.0,8.08,-52.72,-137.343799734109
152.0,90.0,8.4,-57.7,-118.67849210705339
152.0,90.0,8.72,-59.89,49.496710761018925
152.0,90.0,9.04,-62.8,63.5747097104187
152.0,90.0,9.36,-58.82,-79.63029875581819
152.0,90.0,9.68,-62.58,-170.57689195693155
152.0,90.0,10.0,-60.75,17.818038983592473
152.0,90.0,10.32,-69.14,57.047852052692576
152.0,90.0,10.64,-69.86,152.30592748075043
152.0,90.0,10.96,-67.88,-163.39863560561852
152.0,90.0,11.28,-70.92,2.0735165212526114
152.0,90.0,11.6,-74.44,103.54157557218392
152.0,90.0,11.92,-65.12,127.107709100303
152.0,90.0,12.24,-82.07,-93.16425433401356
152.0,90.0,12.56,-70.32,-115.74925534936501
152.0,90.0,12.88,-75.6,42.45099274245994
152.0,90.0,13.2,-75.17,121.40565476163555
152.0,90.0,13.52,-76.82,-114.17957302303253
152.0,90.0,13.84,-82.93,-24.427573177204746
152.0,90.0,14.16,-68.86,58.776661918552584
152.0,90.0,14.48,-73.63,-148.81549337839218
152.0,90.0,14.8,-75.38,-174.11276351991182
152.0,90.0,15.12,-77.88,173.05591485844212
152.0,90.0,15.44,-66.73,166.2043345712005
152.0,90.0,15.76,-72.38,-39.75427581522345
152.0,90.0,16.08,-67.11,-51.34281470081706
152.0,90.0,16.4,-75.63,178.52045737967518
152.0,90.0,16.72,-79.85,48.26585673918224
152.0,90.0,17.04,-76.9,144.09852113252558
152.0,90.0,17.36,-71.11,133.19403390505826
152.0,90.0,17.68,-88.81,-145.8391434945778
152.0,90.0,18.0,-92.08,173.9465996883739
153.0,90.0,2.0,-34.39,40.84712816874185
153.0,90.0,2.32,-37.85,121.22413104520435
153.0,90.0,2.64,-52.72,-93.21753169407071
153.0,90.0,2.96,-32.49,-74.40682226725498
153.0,90.0,3.28,-37.67,-22.288655635529768
153.0,90.0,3.6,-46.93,36.87701585760651
153.0,90.0,3.92,-44.04,168.27061085848197
153.0,90.0,4.24,-44.24,-145.11215926669962
153.0,90.0,4.56,-45.47,-84.06830219152874
153.0,90.0,4.88,-41.12,31.66658980786758
153.0,90.0,5.2,-42.66,80.2041203506848
153.0,90.0,5.52,-44.03,171.66529496606748
153.0,90.0,5.84,-55.62,-108.31036165113892
153.0,90.0,6.16,-51.56,2.9486961029351075
153.0,90.0,6.48,-50.47,73.7615797484295
153.0,90.0,6.8,-61.2,-103.94773813723107
153.0,90.0,7.12,-55.35,-108.08288674830068
153.0,90.0,7.44,-58.27,44.42464710911317
153.0,90.0,7.76,-59.57,39.706523422495124
153.0,90.0,8.08,-54.02,-134.51631206106626
153.0,90.0,8.4,-55.2,-130.67116694857174
153.0,90.0,8.72,-69.75,57.755414968642434
153.0,90.0,9.04,-61.0,109.7467314102648
153.0,90.0,9.36,-60.58,-57.13612146187632
153.0,90.0,9.68,-60.21,-145.84045661926166
153.0,90.0,10.0,-61.11,34.617737864666914
153.0,90.0,10.32,-66.91,43.925665595375456
153.0,90.0,10.64,-65.49,137.2854669074217
153.0,90.0,10.96,-76.08,156.94580015103637
153.0,90.0,11.28,-68.69,-77.11807430638318
153.0,90.0,11.6,-71.89,31.916554415177405
153.0,90.0,11.92,-69.49,100.79279917470953
153.0,90.0,12.24,-76.06,34.327323297550876
153.0,90.0,12.56,-74.84,-134.18765919852845
153.0,90.0,12.88,-81.65,-18.29954476439604
153.0,90.0,13.2,-71.86,138.20333665409618
153.0,90.0,13.52,-90.77,34.147913993937955
153.0,90.0,13.84,-85.07,133.35479884811159
153.0,90.0,14.16,-72.29,-135.80904220654813
153.0,90.0,14.48,-78.56,-91.09436527714121
153.0,90.0,14.8,-69.19,103.23515777624847
153.0,90.0,15.12,-73.01,-154.71227602396436
153.0,90.0,15.44,-72.06,137.2737455684043
153.0,90.0,15.76,-71.97,-70.24491846973157
153.0,90.0,16.08,-75.75,-52.5600021335977
153.0,90.0,16.4,-85.08,-149.9476988573063
153.0,90.0,16.72,-71.01,-17.99901203985082
153.0,90.0,17.04,-75.68,83.96815334431804
153.0,90.0,17.36,-80.99,-173.22157635864028
153.0,90.0,17.68,-82.81,46.813547531083664
153.0,90.0,18.0,-79.92,132.62196388247804
154.0,90.0,2.0,-33.68,41.54282003313624
154.0,90.0,2.32,-37.68,123.1358849294746
154.0,90.0,2.64,-51.8,-106.90302370664247
154.0,90.0,2.96,-31.52,-71.53199441891933
154.0,90.0,3.28,-37.81,-27.103014798413092
154.0,90.0,3.6,-46.47,27.483061189285024
154.0,90.0,3.92,-45.08,172.39008469931088
154.0,90.0,4.24,-42.94,-136.98226148508175
154.0,90.0,4.56,-44.82,-98.8476020622674
154.0,90.0,4.88,-40.97,32.32855020457517
154.0,90.0,5.2,-41.9,85.0520338671616
154.0,90.0,5.52,-43.29,165.5463459375233
154.0,90.0,5.84,-52.41,-130.33603847921086
154.0,90.0,6.16,-51.63,2.443365570675354
154.0,90.0,6.48,-49.72,62.00600839595793
154.0,90.0,6.8,-66.71,-103.75854282021494
154.0,90.0,7.12,-53.84,-109.88331363065811
154.0,90.0,7.44,-59.32,12.476844030986213
154.0,90.0,7.76,-60.83,41.71094448471123
154.0,90.0,8.08,-57.45,-128.94254267093302
154.0,90.0,8.4,-54.39,-122.5465028378472
154.0,90.0,8.72,-72.76,-103.23873593892642
154.0,90.0,9.04,-59.59,118.43989052689481
154.0,90.0,9.36,-66.82,-19.654878696808012
154.0,90.0,9.68,-59.6,-135.18694165883886
154.0,90.0,10.0,-68.34,47.65480587435177
154.0,90.0,10.32,-67.75,90.14426832241936
154.0,90.0,10.64,-68.11,101.66745484965084
154.0,90.0,10.96,-73.68,-129.78028393043067
154.0,90.0,11.28,-93.38,67.0481333709721
154.0,90.0,11.6,-70.92,45.980283486990444
154.0,90.0,11.92,-71.51,132.3340777475837
154.0,90.0,12.24,-73.78,-138.85695173083698
154.0,90.0,12.56,-80.71,146.78252453892512
154.0,90.0,12.88,-74.8,-40.762502107428304
154.0,90.0,13.2,-70.04,173.50936686911155
154.0,90.0,13.52,-78.1,87.13280008247521
154.0,90.0,13.84,-75.72,50.35658618344369
154.0,90.0,14.16,-72.7,-144.88877973145185
154.0,90.0,14.48,-75.24,-50.95662981169207
154.0,90.0,14.8,-74.43,89.52910276431172
154.0,90.0,15.12,-71.88,-89.3092854355983
154.0,90.0,15.44,-77.6,162.8557766050381
154.0,90.0,15.76,-81.59,80.9838694330423
154.0,90.0,16.08,-71.1,-26.26900503782437
154.0,90.0,16.4,-72.11,65.86963730174766
154.0,90.0,16.72,-81.5,2.3512588849156533
154.0,90.0,17.04,-68.13,81.72963855016421
154.0,90.0,17.36,-79.5,164.665660097737
154.0,90.0,17.68,-71.53,105.31663874725022
154.0,90.0,18.0,-78.99,67.86865199417375
155.0,90.0,2.0,-33.07,43.14923196983925
155.0,90.0,2.32,-37.57,125.19939544866342
155.0,90.0,2.64,-49.64,-121.3240420570853
155.0,90.0,2.96,-30.95,-69.59281314787852
155.0,90.0,3.28,-37.93,-30.507574198916398
155.0,90.0,3.6,-45.35,27.374025836926865
155.0,90.0,3.92,-46.13,172.62290746924498
155.0,90.0,4.24,-41.73,-134.25010223377197
155.0,90.0,4.56,-44.08,-98.60604524380857
155.0,90.0,4.88,-41.13,31.65995661518112
155.0,90.0,5.2,-41.6,88.78957677397626
155.0,90.0,5.52,-42.3,164.92435284709975
155.0,90.0,5.84,-49.0,-133.30148318527355
155.0,90.0,6.16,-52.67,4.137357999927385
155.0,90.0,6.48,-50.18,53.835299268657295
155.0,90.0,6.8,-64.38,-157.67348135259587
155.0,90.0,7.12,-52.79,-110.57918211794075
155.0,90.0,7.44,-60.1,-6.220721796359492
155.0,90.0,7.76,-59.36,53.53938001211746
155.0,90.0,8.08,-66.28,-134.36871148586377
155.0,90.0,8.4,-54.63,-119.12331641375617
155.0,90.0,8.72,-64.42,-91.76720707397331
155.0,90.0,9.04,-59.07,113.54646399119336
155.0,90.0,9.36,-62.18,13.61206589911972
155.0,90.0,9.68,-59.03,-108.18034618936407
155.0,90.0,10.0,-72.81,114.83078362982056
155.0,90.0,10.32,-77.94,104.62166320013374
155.0,90.0,10.64,-68.88,168.37731859996165
155.0,90.0,10.96,-74.14,9.816664114326315
155.0,90.0,11.28,-71.98,-99.31391072441598
155.0,90.0,11.6,-80.79,3.536750664767789
155.0,90.0,11.92,-71.51,145.58246823350092
155.0,90.0,12.24,-71.64,-167.275632243446
155.0,90.0,12.56,-80.25,-84.35123650755936
155.0,90.0,12.88,-91.73,-57.72463585486947
155.0,90.0,13.2,-74.51,-169.76108599773937
155.0,90.0,13.52,-77.4,87.97226347007866
155.0,90.0,13.84,-72.73,115.28695572763239
155.0,90.0,14.16,-73.63,-120.59300807648913
155.0,90.0,14.48,-76.17,-32.539416507982814
155.0,90.0,14.8,-74.48,173.94344964900753
155.0,90.0,15.12,-73.61,-85.31987851852843
155.0,90.0,15.44,-76.64,-97.43091564034214
155.0,90.0,15.76,-78.03,-60.00800553436799
155.0,90.0,16.08,-74.57,-38.477664806721215
155.0,90.0,16.4,-74.86,109.2284232643127
155.0,90.0,16.72,-73.89,28.48566140411144
155.0,90.0,17.04,-78.77,60.41118575840312
155.0,90.0,17.36,-72.53,-152.7932918051416
155.0,90.0,17.68,-77.7,-135.7929344673338
155.0,90.0,18.0,-73.27,177.07852761531151
156.0,90.0,2.0,-32.56,44.15452710751314
156.0,90.0,2.32,-37.58,128.17711923929332
156.0,90.0,2.64,-46.65,-131.03523644587654
156.0,90.0,2.96,-30.89,-67.6872054432775
156.0,90.0,3.28,-38.21,-33.118768161916805
156.0,90.0,3.6,-44.01,29.28196784693246
156.0,90.0,3.92,-46.83,160.59066641172183
156.0,90.0,4.24,-41.45,-130.8548109144097
156.0,90.0,4.56,-43.8,-93.7065706818226
156.0,90.0,4.88,-40.97,27.4021570617403
156.0,90.0,5.2,-41.53,91.18296237169571
156.0,90.0,5.52,-41.78,164.80653119099028
156.0,90.0,5.84,-46.64,-133.77785958750204
156.0,90.0,6.16,-53.23,-3.9754005651840814
156.0,90.0,6.48,-50.19,57.455701556792775
156.0,90.0,6.8,-57.98,-178.94573964679208
156.0,90.0,7.12,-52.18,-116.62522171132228
156.0,90.0,7.44,-59.26,-24.541988192895044
156.0,90.0,7.76,-58.74,56.637465191364676
156.0,90.0,8.08,-67.13,101.65837111018665
156.0,90.0,8.4,-56.11,-105.65554025316062
156.0,90.0,8.72,-66.43,-66.88390262596148
156.0,90.0,9.04,-57.42,108.68470652671584
156.0,90.0,9.36,-59.65,47.93672319873429
156.0,90.0,9.68,-58.2,-89.66586301989803
156.0,90.0,10.0,-73.0,-167.09895650783903
156.0,90.0,10.32,-71.04,135.25236766910592
156.0,90.0,10.64,-63.17,159.1933560372894
156.0,90.0,10.96,-73.35,29.455907802625006
156.0,90.0,11.28,-75.97,-141.0851556779267
156.0,90.0,11.6,-72.81,-13.107380868516453
156.0,90.0,11.92,-64.3,172.31705206097195
156.0,90.0,12.24,-67.37,149.35730953239064
156.0,90.0,12.56,-79.16,-46.77905839060047
156.0,90.0,12.88,-77.04,-27.448527912806398
156.0,90.0,13.2,-75.84,-117.87742647379147
156.0,90.0,13.52,-87.52,23.70186957340928
156.0,90.0,13.84,-89.94,-143.85062117841645
156.0,90.0,14.16,-80.21,49.402740749023906
156.0,90.0,14.48,-82.36,100.07972303236491
156.0,90.0,14.8,-72.43,-97.88664393520067
156.0,90.0,15.12,-78.66,140.5896386486637
156.0,90.0,15.44,-76.86,174.7493054849556
156.0,90.0,15.76,-72.15,98.7870244960967
156.0,90.0,16.08,-77.03,65.38278176495639
156.0,90.0,16.4,-75.36,102.76961504447159
156.0,90.0,16.72,-77.21,71.5820122844682
156.0,90.0,17.04,-72.71,109.2861251399133
156.0,90.0,17.36,-72.87,159.3960432338076
156.0,90.0,17.68,-75.49,96.98203942858983
156.0,90.0,18.0,-77.0,-169.16626845045732
157.0,90.0,2.0,-32.11,44.82826637447088
157.0,90.0,2.32,-37.65,130.62439985898092
157.0,90.0,2.64,-44.05,-139.6563278847721
157.0,90.0,2.96,-31.09,-66.32827358832057
157.0,90.0,3.28,-38.59,-36.141479361806574
157.0,90.0,3.6,-42.54,32.6896112951289
157.0,90.0,3.92,-47.03,143.2524736042998
157.0,90.0,4.24,-41.76,-127.77785175352024
157.0,90.0,4.56,-43.67,-84.88591633147156
157.0,90.0,4.88,-40.76,24.428336869124337
157.0,90.0,5.2,-41.92,90.04860513159456
157.0,90.0,5.52,-41.32,164.03037990777912
157.0,90.0,5.84,-45.12,-129.11506203601778
157.0,90.0,6.16,-52.54,-11.092320803171049
157.0,90.0,6.48,-50.42,57.150746551355546
157.0,90.0,6.8,-53.9,170.10227464596258
157.0,90.0,7.12,-51.03,-120.13697899879719
157.0,90.0,7.44,-57.4,-36.6377516925003
157.0,90.0,7.76,-59.42,57.78952123457408
157.0,90.0,8.08,-58.81,104.68359239082363
157.0,90.0,8.4,-57.83,-100.53028736387246
157.0,90.0,8.72,-71.35,-76.8584651309668
157.0,90.0,9.04,-57.78,120.19854473959143
157.0,90.0,9.36,-58.35,63.65842179901376
157.0,90.0,9.68,-61.93,-94.4585321475127
157.0,90.0,10.0,-68.98,-69.84730008180905
157.0,90.0,10.32,-69.36,19.859177038257993
157.0,90.0,10.64,-68.01,176.98864583812428
157.0,90.0,10.96,-73.61,97.17124047941884
157.0,90.0,11.28,-75.99,104.44709428089193
157.0,90.0,11.6,-73.5,-58.67782979107275
157.0,90.0,11.92,-70.26,169.56033637253196
157.0,90.0,12.24,-72.0,124.87631812639675
157.0,90.0,12.56,-76.84,-108.90274620485718
157.0,90.0,12.88,-74.32,4.920296687985729
157.0,90.0,13.2,-78.67,-52.683475041128474
157.0,90.0,13.52,-72.48,-152.2271458187706
157.0,90.0,13.84,-73.88,129.6159162446941
157.0,90.0,14.16,-76.0,-35.68767897607416
157.0,90.0,14.48,-74.13,173.47437717479116
157.0,90.0,14.8,-91.85,-38.77239118879636
157.0,90.0,15.12,-97.94,-167.0371407209743
157.0,90.0,15.44,-77.2,179.31929826844245
157.0,90.0,15.76,-79.07,106.94702392940728
157.0,90.0,16.08,-78.7,-27.54625881322726
157.0,90.0,16.4,-71.0,105.04388103096436
157.0,90.0,16.72,-73.12,40.52596633216868
157.0,90.0,17.04,-75.12,73.7548478365618
157.0,90.0,17.36,-74.88,-169.7036237845758
157.0,90.0,17.68,-77.01,100.73638266213014
157.0,90.0,18.0,-73.07,95.53595459053602
158.0,90.0,2.0,-31.81,45.9369686195532
158.0,90.0,2.32,-37.6,132.5312941597692
158.0,90.0,2.64,-41.75,-138.08369724332485
158.0,90.0,2.96,-31.74,-65.79990333839928
158.0,90.0,3.28,-38.84,-38.8881168187003
158.0,90.0,3.6,-41.17,38.00779047880578
158.0,90.0,3.92,-45.93,125.64762352493295
158.0,90.0,4.24,-42.54,-132.12419822170546
158.0,90.0,4.56,-43.46,-75.34274611502072
158.0,90.0,4.88,-40.43,23.23312103155565
158.0,90.0,5.2,-41.73,85.6610176873921
158.0,90.0,5.52,-41.09,163.45446529413113
158.0,90.0,5.84,-44.12,-125.50256353102367
158.0,90.0,6.16,-51.64,-20.038274475758183
158.0,90.0,6.48,-50.0,59.47843794472655
158.0,90.0,6.8,-51.71,174.06061501350018
158.0,90.0,7.12,-50.8,-113.09742854771781
158.0,90.0,7.44,-53.8,-51.66260382852718
158.0,90.0,7.76,-57.74,49.26515104158963
158.0,90.0,8.08,-55.08,112.70014636389133
158.0,90.0,8.4,-58.45,-110.96617008998432
158.0,90.0,8.72,-73.38,-112.56498152696267
158.0,90.0,9.04,-60.81,121.17491982598949
158.0,90.0,9.36,-58.89,86.34840889391602
158.0,90.0,9.68,-69.3,-77.22525336011334
158.0,90.0,10.0,-65.43,-52.39743351155542
158.0,90.0,10.32,-71.44,41.967263711450826
158.0,90.0,10.64,-70.04,145.30003013898613
158.0,90.0,10.96,-66.99,125.83023760410586
158.0,90.0,11.28,-77.08,-41.84122018076438
158.0,90.0,11.6,-71.97,-19.3503702911693
158.0,90.0,11.92,-70.19,-178.9534400901957
158.0,90.0,12.24,-69.78,99.24657788860591
158.0,90.0,12.56,-72.53,152.68373320142487
158.0,90.0,12.88,-77.64,0.8957772978314614
158.0,90.0,13.2,-74.69,-122.67737622464358
158.0,90.0,13.52,-80.0,-129.0312131967683
158.0,90.0,13.84,-71.27,-167.22938246097215
158.0,90.0,14.16,-77.41,-76.99286472212323
158.0,90.0,14.48,-72.03,143.08815704571867
158.0,90.0,14.8,-89.4,-135.77499452379493
158.0,90.0,15.12,-71.57,160.49994960600316
158.0,90.0,15.44,-73.55,-165.44837384938614
158.0,90.0,15.76,-76.95,171.06386766945263
158.0,90.0,16.08,-92.31,107.37936194848824
158.0,90.0,16.4,-73.18,161.32144450729325
158.0,90.0,16.72,-78.7,107.03960098967158
158.0,90.0,17.04,-77.49,-154.82693071950942
158.0,90.0,17.36,-77.19,-163.95265519964798
158.0,90.0,17.68,-83.05,63.801646636912
158.0,90.0,18.0,-77.44,-114.77250048918046
159.0,90.0,2.0,-31.5,46.25077372934631
159.0,90.0,2.32,-37.48,134.77819546716617
159.0,90.0,2.64,-39.97,-142.76122403811078
159.0,90.0,2.96,-32.71,-67.3318683531874
159.0,90.0,3.28,-39.08,-39.91324491315642
159.0,90.0,3.6,-39.99,40.855894351873445
159.0,90.0,3.92,-43.71,113.54289939990609
159.0,90.0,4.24,-43.66,-137.5358499709341
159.0,90.0,4.56,-43.1,-66.61838906643032
159.0,90.0,4.88,-39.89,20.832713940556797
159.0,90.0,5.2,-42.09,78.09969779983268
159.0,90.0,5.52,-40.66,162.97072709548667
159.0,90.0,5.84,-43.9,-121.99207168963292
159.0,90.0,6.16,-48.92,-23.97192826447945
159.0,90.0,6.48,-49.74,63.73578530783082
159.0,90.0,6.8,-50.48,173.19578858864196
159.0,90.0,7.12,-49.37,-105.0937105060853
159.0,90.0,7.44,-51.3,-63.3176717143489
159.0,90.0,7.76,-54.32,42.287372324384656
159.0,90.0,8.08,-54.96,121.30931839005594
159.0,90.0,8.4,-61.05,-133.2772424447086
159.0,90.0,8.72,-61.83,-88.3263954106001
159.0,90.0,9.04,-66.85,127.82933961460722
159.0,90.0,9.36,-58.54,103.68320337763
159.0,90.0,9.68,-73.52,-152.0593795189505
159.0,90.0,10.0,-64.79,-57.993664717264664
159.0,90.0,10.32,-66.44,48.5045818529249
159.0,90.0,10.64,-64.84,157.62361878556834
159.0,90.0,10.96,-63.74,144.36542894039536
159.0,90.0,11.28,-73.7,-6.253757875990741
159.0,90.0,11.6,-66.77,0.15735461578547505
159.0,90.0,11.92,-71.85,-168.8584249123371
159.0,90.0,12.24,-71.71,42.16474589762984
159.0,90.0,12.56,-74.45,179.1497605672702
159.0,90.0,12.88,-78.29,-3.5933758786056904
159.0,90.0,13.2,-78.69,-39.961904533819144
159.0,90.0,13.52,-74.93,-54.52364825845225
159.0,90.0,13.84,-72.09,151.9068049765963
159.0,90.0,14.16,-78.72,48.612855194312175
159.0,90.0,14.48,-79.7,156.74343057676717
159.0,90.0,14.8,-77.69,75.8630912604697
159.0,90.0,15.12,-71.66,131.1758074645687
159.0,90.0,15.44,-79.21,-177.60024233787743
159.0,90.0,15.76,-78.51,-120.31415958762295
159.0,90.0,16.08,-81.88,92.45982278532024
159.0,90.0,16.4,-77.21,88.8518373023071
159.0,90.0,16.72,-73.32,-111.22804303893837
159.0,90.0,17.04,-80.06,86.28635129725082
159.0,90.0,17.36,-75.26,118.88551798965536
159.0,90.0,17.68,-75.0,138.19025642533452
159.0,90.0,18.0,-80.15,141.43224953402836
160.0,90.0,2.0,-31.38,47.20078404559429
160.0,90.0,2.32,-37.44,136.57254337802178
160.0,90.0,2.64,-38.65,-144.2128553072982
160.0,90.0,2.96,-33.85,-70.05310016588949
160.0,90.0,3.28,-38.93,-40.10331403825168
160.0,90.0,3.6,-38.82,42.699067961853245
160.0,90.0,3.92,-42.0,108.08476399177
160.0,90.0,4.24,-44.62,-143.08317645379555
160.0,90.0,4.56,-43.02,-64.49661045039343
160.0,90.0,4.88,-39.35,22.644147804583376
160.0,90.0,5.2,-41.88,77.3860418108463
160.0,90.0,5.52,-40.0,162.85185374858963
160.0,90.0,5.84,-44.21,-118.71881028751038
160.0,90.0,6.16,-48.43,-20.19217238833912
160.0,90.0,6.48,-48.5,65.45131063512325
160.0,90.0,6.8,-50.51,165.4343935384373
160.0,90.0,7.12,-48.56,-94.78695494777766
160.0,90.0,7.44,-49.86,-67.1433211878114
160.0,90.0,7.76,-50.92,46.61642725578643
160.0,90.0,8.08,-54.67,124.66371438554573
160.0,90.0,8.4,-60.91,-148.98421618306872
160.0,90.0,8.72,-57.5,-69.09665705068205
160.0,90.0,9.04,-68.59,87.38410112928153
160.0,90.0,9.36,-60.42,129.58828955955505
160.0,90.0,9.68,-73.72,-147.8790617323223
160.0,90.0,10.0,-61.39,-65.07592528008409
160.0,90.0,10.32,-77.66,129.79949557408472
160.0,90.0,10.64,-63.78,160.90450670893168
160.0,90.0,10.96,-62.91,154.7220812195565
160.0,90.0,11.28,-74.97,176.3429688535556
160.0,90.0,11.6,-63.48,-30.14049909565317
160.0,90.0,11.92,-73.19,-106.43971798880676
160.0,90.0,12.24,-71.82,144.2889547372941
160.0,90.0,12.56,-72.06,54.05963311419115
160.0,90.0,12.88,-84.95,-4.49994051229713
160.0,90.0,13.2,-79.69,10.309847285617375
160.0,90.0,13.52,-82.61,16.10564450454114
160.0,90.0,13.84,-73.01,124.49721811312357
160.0,90.0,14.16,-73.14,50.604126618740246
160.0,90.0,14.48,-71.05,171.82660941687587
160.0,90.0,14.8,-77.9,144.19002529917344
160.0,90.0,15.12,-70.97,-175.19762751620195
160.0,90.0,15.44,-73.09,123.02980196052518
160.0,90.0,15.76,-73.88,-117.6835968920383
160.0,90.0,16.08,-90.0,155.6069886530669
160.0,90.0,16.4,-71.61,60.8057299657511
160.0,90.0,16.72,-76.75,-136.02310901295073
160.0,90.0,17.04,-78.89,128.8541869732987
160.0,90.0,17.36,-77.66,60.19021789861956
160.0,90.0,17.68,-80.65,-48.50744647939888
160.0,90.0,18.0,-77.85,8.547059621609895
161.0,90.0,2.0,-31.35,48.11489403184904
161.0,90.0,2.32,-37.12,136.70721170356347
161.0,90.0,2.64,-37.53,-144.81038603080077
161.0,90.0,2.96,-34.9,-75.91375469652837
161.0,90.0,3.28,-38.62,-38.6223320988238
161.0,90.0,3.6,-38.16,40.13078227308811
161.0,90.0,3.92,-41.09,105.8813514759373
161.0,90.0,4.24,-44.62,-152.79812606321084
161.0,90.0,4.56,-43.29,-67.13834327678262
161.0,90.0,4.88,-39.2,24.004410619795422
161.0,90.0,5.2,-41.87,78.3233777502525
161.0,90.0,5.52,-39.45,161.13159821756938
161.0,90.0,5.84,-44.47,-118.86119985265012
161.0,90.0,6.16,-48.48,-18.954387823091817
161.0,90.0,6.48,-48.0,66.48804739672079
161.0,90.0,6.8,-50.67,161.90847912684367
161.0,90.0,7.12,-48.07,-92.82940930275382
161.0,90.0,7.44,-48.38,-69.52977034720655
161.0,90.0,7.76,-49.05,51.91442987458189
161.0,90.0,8.08,-54.1,120.83575439782861
161.0,90.0,8.4,-60.38,-137.6652567466414
161.0,90.0,8.72,-54.93,-62.207426188334026
161.0,90.0,9.04,-64.13,42.15849396994197
161.0,90.0,9.36,-56.83,112.46802920852403
161.0,90.0,9.68,-68.93,-133.57881248059024
161.0,90.0,10.0,-61.97,-84.6989353862925
161.0,90.0,10.32,-76.54,-37.3700378845966
161.0,90.0,10.64,-64.3,140.19022652779284
161.0,90.0,10.96,-63.34,171.71819689613724
161.0,90.0,11.28,-74.19,-165.191531870423
161.0,90.0,11.6,-64.28,-33.766414229454924
161.0,90.0,11.92,-81.95,-130.39564734217046
161.0,90.0,12.24,-67.41,143.11228766012024
161.0,90.0,12.56,-71.01,50.492160022893096
161.0,90.0,12.88,-77.69,-73.89006105438304
161.0,90.0,13.2,-82.97,-13.214545060034542
161.0,90.0,13.52,-71.52,135.4931380017604
161.0,90.0,13.84,-70.67,-166.07660558207624
161.0,90.0,14.16,-77.83,80.90560187580373
161.0,90.0,14.48,-76.41,-175.12561257911906
161.0,90.0,14.8,-78.28,161.3574821099824
161.0,90.0,15.12,-78.32,119.91682739149887
161.0,90.0,15.44,-80.69,79.32582877694291
161.0,90.0,15.76,-75.93,-90.46786041064478
161.0,90.0,16.08,-80.39,-126.82101460714834
161.0,90.0,16.4,-81.65,23.504959215622684
161.0,90.0,16.72,-78.22,-20.66991537292922
161.0,90.0,17.04,-75.42,-145.54739633014648
161.0,90.0,17.36,-71.09,131.31719733694797
161.0,90.0,17.68,-78.58,108.49132426116212
161.0,90.0,18.0,-75.36,176.4704065800124
162.0,90.0,2.0,-31.27,48.22544857120625
162.0,90.0,2.32,-36.83,138.03529558781648
162.0,90.0,2.64,-36.85,-144.92386259815996
162.0,90.0,2.96,-35.56,-83.70328206807656
162.0,90.0,3.28,-37.98,-39.13896481982429
162.0,90.0,3.6,-37.66,37.88353172391102
162.0,90.0,3.92,-40.39,104.78287579727105
162.0,90.0,4.24,-44.41,-156.29839712650787
162.0,90.0,4.56,-43.32,-74.70675363183027
162.0,90.0,4.88,-39.35,23.03431862302043
162.0,90.0,5.2,-41.8,81.9241404567231
162.0,90.0,5.52,-38.55,161.4593451396698
162.0,90.0,5.84,-44.93,-120.58277093075692
162.0,90.0,6.16,-48.1,-20.19176132085151
162.0,90.0,6.48,-47.48,69.17737226047402
162.0,90.0,6.8,-49.74,147.91784434717366
162.0,90.0,7.12,-48.04,-96.80795474795404
162.0,90.0,7.44,-48.74,-67.60718779779702
162.0,90.0,7.76,-48.19,52.044345231448744
162.0,90.0,8.08,-53.99,123.89842304131093
162.0,90.0,8.4,-58.12,-136.27718504299588
162.0,90.0,8.72,-53.86,-47.488735516980505
162.0,90.0,9.04,-59.87,21.98360688802499
162.0,90.0,9.36,-55.35,113.66259807485982
162.0,90.0,9.68,-61.93,177.3842479528635
162.0,90.0,10.0,-61.93,-70.53705000520554
162.0,90.0,10.32,-72.85,9.960670382103027
162.0,90.0,10.64,-65.45,114.22489737769466
162.0,90.0,10.96,-63.79,135.63694997359835
162.0,90.0,11.28,-65.68,-114.27504453415582
